24h_volume_usd;available_supply;id;last_updated;market_cap_usd;max_supply;name;percent_change_1h;percent_change_24h;percent_change_7d;price_btc;price_usd;rank;symbol;total_supply
1643230.0;94325462.0;leocoin;1512549550;28747854.0;1000000000.0;LEOcoin;0.47;20515;43773;2.436e-05;0.304773;188;LEO;102682880.0
3018070.0;39463897.0;atbcoin;1512549576;28630110.0;300000000.0;ATBCoin;15373;-9.55;-9.28;5.798e-05;0.725476;189;ATB;51440697.0
1330540.0;87731088.0;elastic;1512549569;28540590.0;;Elastic;-0.81;-13.6;-1.57;2.6e-05;0.325319;190;XEL;100000000.0
7216440.0;6000000.0;aventus;1512549576;28168020.0;;Aventus;-5.1;53.94;52.22;0.00037521;4.69467;191;AVT;10000000.0
8579.55;68380258.0;paypex;1512549585;27996861.0;;Paypex;-0.12;43618;48.17;3.272e-05;0.409429;192;PAYX;150000000.0
564234.0;144590975.0;amber;1512549581;27839113.0;;Ambrosus;0.17;-5.85;-13.74;1.539e-05;0.192537;193;AMB;361477438.0
185860.0;70000000.0;bitdice;1512549579;27140400.0;;BitDice;0.5;44986;41.2;3.099e-05;0.38772;194;CSNO;100000000.0
1566870.0;19628888.0;moeda-loyalty-points;1512549579;26810706.0;;Moeda Loyalty Points;-0.02;-6.41;-9.88;0.00010916;1.36588;195;MDA;19628888.0
81168.9;411774151.0;smartcash;1512549572;26386652.0;5000000000.0;SmartCash;43647;16103;-2.28;5.12e-06;0.0640804;196;SMART;1012818430.0
5603740.0;6230849.0;transfercoin;1512549550;26042145.0;;TransferCoin;-2.15;12875;90.69;0.00033404;4.17955;197;TX;6230849.0
2173510.0;3726781.0;genesis-vision;1512549584;25731708.0;;Genesis Vision;-0.3;32325;19.95;0.00055182;6.90454;198;GVT;4436644.0
75597.1;573916.0;icos;1512549581;25623734.0;;ICOS;0.97;12389;-11.79;0.00356827;44.6472;199;ICOS;591617.0
2175530.0;82256324.0;synereo;1512549552;25340706.0;;Synereo;-4.47;-11.89;12663;2.462e-05;0.30807;200;AMP;949291063.0
5256150.0;160966468.0;viberate;1512549579;25145538.0;;Viberate;-0.22;-12.59;14550;1.248e-05;0.156216;201;VIB;200000000.0
908922.0;23644056.0;tokencard;1512549566;25082324.0;;TokenCard;33604;46569;-28.35;8.478e-05;1.06083;202;TKN;30133540.0
2899150.0;162862753.0;humaniq;1512549568;25043405.0;920952070.0;Humaniq;26299;-16.14;34.17;1.229e-05;0.15377;203;HMQ;184194753.0
129044.0;133789637.0;unikoin-gold;1512549583;25024950.0;;Unikoin Gold;0.22;0.37;33756;1.495e-05;0.187047;204;UKG;1000000000.0
452363.0;2747416.0;clams;1512549545;24998433.0;;Clams;0.44;43560;30864;0.0007272;9.09889;205;CLAM;16474260.0
503165.0;390312753.0;gridcoin;1512549548;24840011.0;;GridCoin;43647;43773;24685;5.09e-06;0.0636413;206;GRC;390312753.0
257915.0;175583793.0;bitdeal;1512549572;24245839.0;300000000.0;Bitdeal;-3.23;-3.85;-30.43;1.104e-05;0.138087;207;BDL;219538062.0
1943880.0;1005091.0;salus;1512549553;24163999.0;;SaluS;24108;30560;38.9;0.00192144;24.0416;208;SLS;1005091.0
819099.0;560231.0;omni;1512549542;24137896.0;;Omni;-1.01;36495;30.14;0.00344347;43.0856;209;OMNI;616547.0
1468250.0;25055978.0;rubycoin;1512549544;24057422.0;;Rubycoin;42370;-5.94;14.37;7.674e-05;0.960147;210;RBY;25055978.0
35048.4;325190215376.0;dentacoin;1512549574;23591444.0;;Dentacoin;26390;43505;33420;0;7.25466e-05;211;DCN;8000000000000.0
46975.4;28166669.0;delphy;1512549584;22851140.0;;Delphy;-2.22;-1.68;16.69;6.484e-05;0.811283;212;DPY;100000000.0
526313.0;484096253.0;etherparty;1512549583;22643263.0;;Etherparty;0.26;0.95;43512;3.74e-06;0.0467743;213;FUEL;1000000000.0
1190860.0;42701660.0;stox;1512549573;21867904.0;;Stox;0.22;0.77;-2.41;4.093e-05;0.512109;214;STX;58549260.0
449053.0;35778844.0;ixledger;1512549573;21856473.0;;iXledger;-0.25;15554;84.24;4.882e-05;0.610877;215;IXT;65778844.0
99723.7;30000000.0;oraclechain;1512549574;21597660.0;;OracleChain;-1.26;24473;;5.754e-05;0.719922;216;OCT;30000000.0
57466.5;9973579.0;waves-community-token;1512549564;21273345.0;;Waves Community Token;0.01;0.54;68.6;0.00017047;2.13297;217;WCT;10000000.0
3213950.0;16500000.0;everex;1512549580;21168675.0;;Everex;43617;-3.43;-12.54;0.00010253;1.28295;218;EVX;25000000.0
934228.0;756192535.0;enjin-coin;1512549583;21084085.0;;Enjin Coin;22282;-1.23;23224;2.23e-06;0.0278819;219;ENJ;1000000000.0
558723.0;430000000.0;xtrabytes;1512549565;20817246.0;650000000.0;XTRABYTES;13697;78.92;118.41;3.87e-06;0.0484122;220;XBY;650000000.0
41193.8;124518891.0;golos;1512549560;20487840.0;;Golos;0.18;43470;43696;1.315e-05;0.164536;221;GOLOS;124518891.0
2706710.0;221191495.0;lomocoin;1512549560;20478240.0;;LoMoCoin;-0.76;-2.26;32.74;7.4e-06;0.0925815;222;LMC;306191495.0
852269.0;2176495390.0;poet;1512549576;20237533.0;;Po.et;43500;18.52;19.36;7.4e-07;0.00929822;223;POE;3141592653.0
2371450.0;1800339818.0;burst;1512549546;20187570.0;;Burst;-1.53;21610;34.66;0;0.0112132;224;BURST;1800339818.0
72691.6;183000000.0;wagerr;1512549570;20120850.0;200000000.0;Wagerr;43526;-4.15;59.74;8.79e-06;0.10995;225;WGR;198360471.0
1083820.0;103873170.0;monetaryunit;1512549548;19870834.0;4000000000.0;MonetaryUnit;0.54;-1.72;30.82;1.529e-05;0.191299;226;MUE;103873170.0
127514.0;197883.0;unobtanium;1512549558;19793405.0;;Unobtanium;-0.01;19.43;25.77;0.00799424;100.026;227;UNO;197883.0
494406.0;37250290.0;solarcoin;1512549544;19606541.0;;SolarCoin;-0.82;19968;20.13;4.207e-05;0.526346;228;SLR;98034314144.0
2811110.0;3402805.0;radium;1512549552;19569262.0;;Radium;-0.13;-12.55;34973;0.00045962;5.75092;229;RADS;3402805.0
484596.0;543348500.0;red-pulse;1512549581;19537128.0;;Red Pulse;-4.61;-16.28;-13.82;2.87e-06;0.0359569;230;RPX;1358371250.0
6817440.0;6885695758.0;digitalnote;1512549546;19177696.0;;DigitalNote;0.42;-4.65;42339;2.2e-07;0.00278515;231;XDN;6885695758.0
4068540.0;3082940.0;sphere;1512549549;19173854.0;;Sphere;-0.93;12754;55.01;0.00049706;6.21934;232;SPHR;3082940.0
422242.0;3820954.0;polybius;1512549571;18914523.0;;Polybius;43101;30437;17.94;0.00039563;4.95021;233;PLBT;3969565.0
749883.0;375000000.0;hive;1512549576;18843938.0;;Hive;-2.31;-3.87;32.87;4.02e-06;0.0502505;234;HVN;500000000.0
178066.0;38538648.0;alis;1512549580;18819308.0;;ALIS;-1.09;29.54;30.71;3.903e-05;0.488323;235;ALIS;75209200.0
45564.5;711480735.0;soarcoin;1512549564;18796183.0;5000000000.0;Soarcoin;-2.24;28915;43374;2.11e-06;0.0264184;236;SOAR;5000000000.0
603832.0;3598670.0;neoscoin;1512549546;18363294.0;;NeosCoin;45748;35947;33.0;0.00040782;5.1028;237;NEOS;3598670.0
22569.9;85000000.0;rialto;1512549572;18267435.0;;Rialto;-0.0;-7.62;-9.62;1.718e-05;0.214911;238;XRL;100000000.0
1022130.0;7906397.0;expanse;1512549552;18237527.0;;Expanse;-1.21;-6.57;43506;0.00018435;2.30668;239;EXP;16906397.0
1071.19;952429892.0;target-coin;1512549579;18096358.0;;Target Coin;43556;-17.83;-13.45;1.52e-06;0.0190002;240;TGT;2000100000.0
770602.0;17400425.0;bitsend;1512549546;18094702.0;;BitSend;12086;-5.54;43483;8.311e-05;1.0399;241;BSD;17400425.0
2450590.0;216863420.0;monetha;1512549576;17851243.0;;Monetha;-3.46;0.33;34.18;6.58e-06;0.0823156;242;MTH;402400000.0
20705.5;7001623.0;etheroll;1512549567;17800365.0;7001622.0;Etheroll;-4.6;-9.13;-22.32;0.00020319;2.54232;243;DICE;7001623.0
97513.2;22747809.0;databits;1512549564;17208535.0;;Databits;11324;-3.54;23132;6.046e-05;0.756492;244;DTB;22747809.0
36559.4;15752000.0;obits;1512549552;17204649.0;;OBITS;16497;-1.06;24.56;8.729e-05;1.09222;245;OBITS;15752000.0
1205970.0;30496980.0;vericoin;1512549546;17202736.0;;VeriCoin;-2.13;-7.02;23102;4.508e-05;0.56408;246;VRC;30496980.0
1246400.0;107712011.0;suncontract;1512549570;16871686.0;;SunContract;17715;-15.39;81.89;1.252e-05;0.156637;247;SNC;122707503.0
2194100.0;85978873.0;agrello-delta;1512549577;16352150.0;;Agrello;-3.15;-20.49;-40.85;1.52e-05;0.190188;248;DLT;130271020.0
179489.0;64936679.0;paragon;1512549581;16347354.0;;Paragon;0.21;-6.44;-0.57;2.012e-05;0.251743;249;PRG;164936679.0
309346.0;591500000.0;domraider;1512549585;15967602.0;;DomRaider;26330;-4.37;-1.6;2.16e-06;0.0269951;250;DRT;1300000000.0
460805.0;15355744.0;vcash;1512549558;15845439.0;;Vcash;-2.62;-2.3;17.67;8.247e-05;1.03189;251;XVC;15355744.0
280678.0;140344369.0;florincoin;1512549541;15814705.0;;FlorinCoin;41275;47150;13.81;9.01e-06;0.112685;252;FLO;140344369.0
7370.89;3823525.0;peerplays-ppy;1512549568;15651636.0;;Peerplays;0.54;11841;-20.11;0.00032716;4.09351;253;PPY;5496293.0
212428.0;164925727.0;the-champcoin;1512549574;15538857.0;516085281.0;The ChampCoin;0.67;43503;28126;7.53e-06;0.0942173;254;TCC;218000000.0
530561.0;7885955.0;swarm-city;1512549564;15503315.0;;Swarm City;-6.72;-2.39;19.93;0.00015712;1.96594;255;SWT;7885955.0
513620.0;191381257.0;investfeed;1512549574;15470553.0;;InvestFeed;0.5;35612;55.0;6.46e-06;0.0808363;256;IFT;191381257.0
20914.5;1331155614.0;toacoin;1512549574;15464567.0;;ToaCoin;-0.41;27211;-5.48;9.3e-07;0.0116174;257;TOA;8885254986.0
763400.0;1623495.0;dubaicoin-dbix;1512549566;15399032.0;;DubaiCoin;12055;27.13;43637;0.00075807;9.48511;258;DBIX;1623495.0
107119.0;121443322.0;energycoin;1512549544;15392820.0;;Energycoin;33270;34060;16834;1.013e-05;0.126749;259;ENRG;121443322.0
229179.0;140000000.0;mothership;1512549573;15348620.0;;Mothership;41671;-3.61;-22.6;8.76e-06;0.109633;260;MSP;200000000.0
3009640.0;70000000.0;patientory;1512549568;15332660.0;;Patientory;0.96;-12.59;28246;1.751e-05;0.219038;261;PTOY;100002000.0
2573690.0;229664205.0;hempcoin;1512549547;15230182.0;;HempCoin;-5.28;-2.3;165.03;5.3e-06;0.066315;262;THC;229664205.0
11693.7;49153371.0;masternodecoin;1512549576;15166371.0;;Masternodecoin;0.51;37.63;51.23;2.466e-05;0.308552;263;MTNC;104199310.0
1599920.0;600000000.0;adtoken;1512549575;15096300.0;1000000000.0;adToken;-4.31;-1.86;44287;2.01e-06;0.0251605;264;ADT;1000000000.0
4292810.0;98185900.0;bitcny;1512549550;15070063.0;;bitCNY;43618;43468;43713;1.227e-05;0.153485;265;BITCNY;98185900.0
1732.21;30657824.0;heat-ledger;1512549558;14781241.0;;HEAT;19.22;31.76;25.95;3.853e-05;0.482136;266;HEAT;30657824.0
222714.0;66521586.0;nexium;1512549560;14762204.0;;Nexium;-0.91;0.27;26665;1.774e-05;0.221916;267;NXC;66521586.0
360970.0;2297853.0;lunyr;1512549567;14715474.0;;Lunyr;0.21;-4.85;28216;0.00051182;6.40401;268;LUN;2703356.0
68550.8;1198466.0;gambit;1512549552;14453862.0;;Gambit;32264;43709;30.55;0.00096388;12.0603;269;GAM;1198466.0
214620.0;10500000.0;nimiq;1512549574;14369355.0;;Nimiq;-0.64;-0.69;15.38;0.00010937;1.36851;270;NET;10500000.0
13615.6;27000000.0;bridgecoin;1512549579;14096916.0;27000000.0;BridgeCoin;-1.33;-1.44;100.89;4.173e-05;0.522108;271;BCO;27000000.0
9539.07;32651287.0;tao;1512549558;13856227.0;;Tao;19876;13.39;179.54;3.392e-05;0.42437;272;XTO;32651287.0
928753.0;30049251.0;blackmoon-crypto;1512549577;13712345.0;;Blackmoon Crypto;0.65;13547;-0.71;3.647e-05;0.456329;273;BMC;60000000.0
43801.0;15818826.0;bitcloud;1512549557;13470157.0;;Bitcloud;-3.93;-0.37;-10.02;6.806e-05;0.851527;274;BTDX;15818826.0
28225.8;300000000.0;xenon;1512549581;13455990.0;;Xenon;-27.64;14246;83.47;3.58e-06;0.0448533;275;XNN;1000000000.0
896855.0;19429024.0;mysterium;1512549569;13325124.0;;Mysterium;-0.01;-8.53;17958;5.481e-05;0.685836;276;MYST;32433366.0
490928.0;710113.0;chronobank;1512549562;13320154.0;;Chronobank;-2.31;-9.41;-23.32;0.00149915;18.7578;277;TIME;710113.0
451017.0;3936917.0;deeponion;1512549574;13232137.0;;DeepOnion;19511;37.6;121.01;0.00026862;3.36104;278;ONION;19042036.0
145160.0;15767300.0;pascal-coin;1512549562;12649884.0;;Pascal Coin;-0.66;-2.91;0.15;6.412e-05;0.802286;279;PASC;15767300.0
316854.0;51200000.0;primas;1512549576;12509901.0;;Primas;-1.91;-3.83;23.39;1.953e-05;0.244334;280;PST;100000000.0
1571.36;30150150.0;maecenas;1512549581;12449057.0;;Maecenas;0.51;-7.19;-8.45;3.3e-05;0.412902;281;ART;100000000.0
233017.0;1917716.0;novacoin;1512549541;12074359.0;;Novacoin;-0.58;43556;-16.49;0.0005032;6.29622;282;NVC;1917716.0
176069.0;33509711.0;ethereum-blue;1512549581;11782517.0;42000000.0;BLUE;-0.56;-6.0;296.82;2.81e-05;0.351615;283;BLUE;42000000.0
327523.0;25000000.0;obsidian;1512549578;11758575.0;;Obsidian;26054;-14.04;-27.99;3.759e-05;0.470343;284;ODN;91792286.0
2835.99;538557414160.0;dimecoin;1512549542;11544301.0;;Dimecoin;-29.28;79.08;56.64;0;2.14356e-05;285;DIME;538557414160.0
11321.9;11383908.0;prizm;1512549567;11363611.0;6000000000.0;PRIZM;0.67;34029;-4.35;7.978e-05;0.998217;286;PZM;11383908.0
1172880.0;2250973000.0;bitbean;1512549548;11261258.0;;BitBean;12086;17989;23.51;0;0.00500284;287;BITB;2250973000.0
219358.0;31182814.0;decision-token;1512549584;11242090.0;;Decision Token;43650;-8.24;41395;2.881e-05;0.360522;288;HST;48240070.0
3270.86;38601187.0;casinocoin;1512549541;11108727.0;;CasinoCoin;0.54;0.68;-1.42;2.3e-05;0.287782;289;CSC;38601187.0
3666240.0;25009250.0;oax;1512549573;11040808.0;;OAX;17533;0.39;43684;3.528e-05;0.441469;290;OAX;100000000.0
46564.8;26244468.0;rivetz;1512549577;10993545.0;;Rivetz;-2.98;-2.66;26.34;3.348e-05;0.41889;291;RVT;200000000.0
200931.0;23812212.0;curecoin;1512549545;10974239.0;;Curecoin;-1.03;12420;38.7;3.683e-05;0.460866;292;CURE;23812212.0
6841770.0;3536958.0;steem-dollars;1512549557;10939175.0;;Steem Dollars;31503;34.38;104.44;0.00024718;3.09282;293;SBD;3536958.0
159406.0;46016603.0;incent;1512549560;10904646.0;;Incent;0.08;-4.01;-9.42;1.894e-05;0.236972;294;INCNT;46016625.0
11244.6;9837033.0;cvcoin;1512549571;10890776.0;;CVCoin;43593;33420;42887;8.848e-05;1.10712;295;CVCOIN;15000000.0
351001.0;370754400.0;pinkcoin;1512549544;10807417.0;;PinkCoin;-1.02;-4.2;15.32;2.33e-06;0.0291498;296;PINK;387754400.0
1656640.0;2022106.0;korecoin;1512549545;10752709.0;;Kore;-4.03;-3.16;16803;0.00042499;5.31758;297;KORE;2022106.0
157708.0;27542913.0;stealthcoin;1512549548;10631427.0;;Stealthcoin;27061;43588;43663;3.085e-05;0.385995;298;XST;27542913.0
27692.1;77429074.0;quantum;1512549570;10474915.0;;Quantum;0.08;-3.54;-12.74;1.081e-05;0.135284;299;QAU;242337121.0
4613.58;2777600756.0;nushares;1512549546;10426224.0;;NuShares;0.52;-8.85;97.24;0;0.00375368;300;NSR;3319890432.0
64145.4;1050000000.0;airtoken;1512549579;10362177.0;;AirToken;0.34;-6.36;-18.36;7.9e-07;0.00986874;301;AIR;1491492558.0
6748.82;6566666.0;ethereum-movie-venture;1512549567;10340726.0;;Ethereum Movie Venture;-0.12;35.31;96.79;0.00012585;1.57473;302;EMV;6666666.0
238872.0;27432814.0;onix;1512549570;10299211.0;;Onix;-0.35;-15.72;-26.61;3.001e-05;0.375434;303;ONX;103181030.0
37824.1;1164849697.0;asiacoin;1512549543;10192446.0;;AsiaCoin;12510;267.2;521.47;0;0.00875001;304;AC;1164849697.0
257800.0;37109887.0;change;1512549580;9882363.0;;Change;43556;-9.01;-3.72;2.128e-05;0.2663;305;CAG;79184116.0
156707.0;11526290114.0;earthcoin;1512549542;9780726.0;;EarthCoin;44986;58.32;55.28;0;0.000848558;306;EAC;11526290114.0
1219640.0;9480730.0;bitusd;1512549547;9757852.0;;bitUSD;26330;24473;44228;8.226e-05;1.02923;307;BITUSD;9480730.0
70182.2;45200596.0;sequence;1512549558;9631524.0;;Sequence;14277;46082;18.59;1.703e-05;0.213084;308;SEQ;45200596.0
185969.0;23192531.0;bitcrystals;1512549551;9581020.0;;Bitcrystals;25204;19146;16.98;3.302e-05;0.413108;309;BCY;23192531.0
19601.8;15000000.0;nvo;1512549574;9574605.0;;NVO;-0.88;50.25;-1.36;5.101e-05;0.638307;310;NVST;15000000.0
466979.0;550358603.0;foldingcoin;1512549546;9434082.0;;FoldingCoin;45689;-3.64;21.98;1.37e-06;0.0171417;311;FLDC;1000000000.0
65058.9;65653490.0;decent-bet;1512549585;9329033.0;;DecentBet;0.44;-1.75;-1.81;1.136e-05;0.142095;312;DBET;125424468.0
322052.0;45166200.0;blockmason;1512549580;9280706.0;;BlockMason Credit Protocol;-6.11;-12.47;-30.06;1.642e-05;0.205479;313;BCPT;116158667.0
8578330.0;1816107.0;internet-of-people;1512549559;9167381.0;21000000.0;Internet of People;43132;-16.8;23.55;0.00040343;5.04782;314;IOP;1837958.0
1151180.0;39547525.0;riecoin;1512549542;9108072.0;;Riecoin;43629;33.74;14.99;1.841e-05;0.230307;315;RIC;39547525.0
379357.0;484709240.0;musicoin;1512549563;9094842.0;;Musicoin;47119;-0.48;19025;1.5e-06;0.0187635;316;MUSIC;484709240.0
110523.0;8658139.0;auroracoin;1512549543;9008188.0;;Auroracoin;0.32;17319;32.27;8.315e-05;1.04043;317;AUR;8658139.0
38017.0;20785264.0;spectrecoin;1512549563;8971731.0;;Spectrecoin;32143;14093;13028;3.45e-05;0.431639;318;XSPEC;20785264.0
450715.0;83000000.0;coss;1512549578;8767290.0;200000000.0;COSS;-0.8;15.79;58.6;8.44e-06;0.10563;319;COSS;200000000.0
138253.0;103419.0;bitcoin-plus;1512549544;8605334.0;;Bitcoin Plus;-2.03;-4.53;41640;0.00665018;83.2087;320;XBC;103419.0
64511.6;188379569.0;vibe;1512549578;8570799.0;;VIBE;0.25;-5.82;-4.06;3.64e-06;0.0454975;321;VIBE;267000000.0
127069.0;5143007.0;divi;1512549587;8557294.0;;Divi;29618;-8.67;43616;0.00013298;1.66387;322;DIVX;6171607.0
15665.3;10614760961.0;dent;1512549576;8492117.0;;Dent;-1.11;43647;43648;0;0.000800029;323;DENT;100000000000.0
910213.0;321137782.0;kickico;1512549579;8466830.0;;KickCoin;16469;20515;6.0;2.11e-06;0.0263651;324;KICK;457760868.0
474217.0;131757604.0;pesetacoin;1512549543;8079587.0;;Pesetacoin;-0.51;0.55;46600;4.9e-06;0.0613216;325;PTC;131757604.0
111334.0;44100000.0;posw-coin;1512549562;8005694.0;;PoSW Coin;24473;33909;39.22;1.451e-05;0.181535;326;POSW;70000000.0
81849.5;7360121.0;blockcat;1512549574;7891963.0;;BlockCAT;0.39;-0.25;18660;8.57e-05;1.07226;327;CAT;9200151.0
209891.0;41957345.0;qwark;1512549554;7874722.0;;Qwark;0.28;-2.35;46447;1.5e-05;0.187684;328;QWARK;206075989.0
23451.3;167270821.0;dao-casino;1512549569;7732361.0;;DAO.Casino;16558;0.33;-5.84;3.69e-06;0.0462266;329;BET;167270821.0
6000.85;222948738495.0;mooncoin;1512549542;7684820.0;;Mooncoin;12086;-41.32;-32.67;0;3.4469e-05;330;MOON;222948738495.0
166817.0;1534847750.0;myriad;1512549542;7662436.0;;Myriad;43466;-1.34;47300;0;0.00499231;331;XMY;1534847750.0
595507.0;643012000.0;voisecom;1512549581;7437205.0;;Voise;-1.05;29952;68.42;9.2e-07;0.0115662;332;VOISE;825578000.0
57000.0;703179.0;apx;1512549568;7436188.0;;APX;0.26;-3.95;11597;0.00084518;1406824;333;APX;803179.0
3468.99;850000.0;pluton;1512549560;7415727.0;20000000.0;Pluton;-0.11;13028;42.41;0.00069727;8.72439;334;PLU;20000000.0
703988.0;886211988.0;e-dinar-coin;1512549557;7376713.0;999999999999999.0;E-Dinar Coin;-1.33;28522;21276;6.7e-07;0.00832387;335;EDR;1011211988.0
1053440.0;792537250.0;artbyte;1512549549;7340726.0;;ArtByte;43497;15.81;27.87;7.4e-07;0.00926231;336;ABY;792537250.0
1432480.0;16458796.0;memetic;1512549554;7339652.0;;Memetic;-3.37;-20.45;20.69;3.564e-05;0.445941;337;MEME;16458796.0
150476.0;3244003.0;synergy;1512549550;7102452.0;;Synergy;43658;43716;24.41;0.00017498;2.18941;338;SNRG;3244003.0
87763.4;40323010.0;latoken;1512549581;7081083.0;;LAToken;31107;27454;-0.11;1.404e-05;0.175609;339;LA;400000000.0
242003.0;4069197.0;bitswift;1512549552;7026242.0;;Bitswift;43618;23468;24.43;0.000138;1.72669;340;SWIFT;4069197.0
795304.0;1000000000.0;circuits-of-value;1512549554;7006860.0;;Circuits of Value;12086;11933;35.58;5.6e-07;0.00700686;341;COVAL;1200000000.0
2611980.0;1776700.0;dynamic;1512549563;6969497.0;;Dynamic;0.7;30011;16.61;0.00031351;3.92272;342;DYN;4530604.0
40049.3;125366432.0;sexcoin;1512549541;6966249.0;;Sexcoin;11475;-10.65;27760;4.44e-06;0.0555671;343;SXC;125366432.0
2315050.0;4358826.0;exclusivecoin;1512549547;6912357.0;;ExclusiveCoin;0.67;-2.15;20.92;0.00012674;1.58583;344;EXCL;4358826.0
22000.1;81180400.0;trezarcoin;1512549578;6808527.0;400000000.0;TrezarCoin;-1.02;-11.62;197.32;6.7e-06;0.0838691;345;TZC;93180400.0
34258.4;3313833.0;astro;1512549585;6724265.0;;Astro;-0.12;0.46;43774;0.00016217;2.02915;346;ASTRO;6999999.0
499396.0;16519340.0;syndicate;1512549556;6692926.0;;Syndicate;0.99;-8.83;23.29;3.238e-05;0.405157;347;SYNX;16519340.0
141077.0;14153844.0;chaincoin;1512549560;6662865.0;23000000.0;ChainCoin;21186;18.21;54.8;3.762e-05;0.470746;348;CHC;16183541.0
137505.0;47137678.0;supercoin;1512549546;6608184.0;;SuperCoin;-3.48;43586;61.46;1.12e-05;0.140189;349;SUPER;47137678.0
22292.6;8094002.0;dcorp;1512549585;6531625.0;;DCORP;43805;-2.62;-17.08;6.449e-05;0.806971;350;DRP;8094002.0
3153.72;129032781759.0;newyorkcoin;1512549543;6502594.0;;NewYorkCoin;-1.65;62.05;252.88;0;5.03949e-05;351;NYC;129032781759.0
18352.1;3640512.0;zrcoin;1512549568;6384584.0;;ZrCoin;21610;-5.51;-5.17;0.00014016;1.75376;352;ZRC;4988894.0
6293.67;5869598.0;xcurrency;1512549544;6319679.0;;XCurrency;0.52;-18.94;43694;8.605e-05;1.07668;353;XC;5869598.0
1720.13;25000000000.0;eccoin;1512549544;6256125.0;25000000000.0;ECC;0.54;11475;16497;0;0.000250245;354;ECC;25000000000.0
39075.0;113322017.0;lampix;1512549578;6183722.0;657154880.0;Lampix;-1.53;-11.64;-17.48;4.36e-06;0.0545677;355;PIX;327154880.0
195333.0;40669672.0;goldcoin;1512549541;6160195.0;72245700.0;GoldCoin;-2.22;-0.47;-4.99;1.211e-05;0.151469;356;GLD;40669672.0
959295.0;50000000.0;project-decorum;1512549555;6131000.0;;Project Decorum;22647;20972;16.22;9.8e-06;0.12262;357;PDC;50000000.0
124624.0;9957466.0;europecoin;1512549550;6123613.0;32000000.0;EuropeCoin;0.71;0.77;44378;4.915e-05;0.614977;358;ERC;9957466.0
2493.77;498178127.0;thegcccoin;1512549563;6067361.0;2400000000.0;TheGCCcoin;-0.66;12236;43782;9.7e-07;0.0121791;359;GCC;888424695.0
828991.0;16504777.0;creditbit;1512549553;6050024.0;;Creditbit;-0.79;43618;-8.78;2.93e-05;0.366562;360;CRB;16504777.0
956935.0;7255840.0;bitmark;1512549545;5867921.0;;Bitmark;-0.55;31.31;46.36;6.463e-05;0.808717;361;BTM;7255840.0
7822.35;316191398.0;putincoin;1512549563;5724803.0;2000000000.0;PutinCoin;27881;-5.12;-55.35;1.45e-06;0.0181055;362;PUT;316191398.0
98455.5;6999991.0;clearpoll;1512549580;5664365.0;;ClearPoll;-1.55;-0.22;-17.54;6.467e-05;0.809196;363;POLL;9999991.0
27935.4;6008552.0;bismuth;1512549579;5646062.0;109999978.0;Bismuth;-5.38;43617;21.56;7.51e-05;0.939671;364;BIS;6630067.0
123558.0;32086595.0;trustplus;1512549547;5620673.0;;TrustPlus;31594;-1.09;26.89;1.4e-05;0.175172;365;TRUST;32086595.0
258144.0;21583168.0;primecoin;1512549541;5619588.0;;Primecoin;-5.5;-3.58;30072;2.081e-05;0.260369;366;XPM;21583168.0
311817.0;38873525.0;belacoin;1512549544;5558759.0;;Bela;42005;-7.41;17.68;1.143e-05;0.142996;367;BELA;38873525.0
48500.5;1633760178.0;sharechain;1512549584;5506850.0;;Sharechain;-0.54;-0.71;20.34;2.7e-07;0.00337066;368;SSS;10000000000.0
291339.0;4764026.0;parkbyte;1512549549;5349906.0;;ParkByte;0.53;34001;20.28;8.975e-05;1.12298;369;PKB;4764026.0
811493.0;111085648.0;dopecoin;1512549544;5296619.0;;DopeCoin;20090;43470;67.97;3.81e-06;0.0476805;370;DOPE;111085648.0
192666.0;6268082.0;breakout-stake;1512549556;5270248.0;;Breakout Stake;-3.44;-2.04;35004;6.72e-05;0.840807;371;BRX;6268082.0
97185.7;4883677.0;karbowanec;1512549559;5262211.0;;Karbowanec;-0.8;-6.22;-17.02;8.612e-05;1.07751;372;KRB;4883677.0
99212.8;68986645.0;flixxo;1512549588;5237866.0;;Flixxo;0.58;-9.58;-32.76;6.07e-06;0.0759258;373;FLIXX;189151329.0
572119.0;177371.0;gobyte;1512549586;5232102.0;31800000.0;GoByte;43776;48.01;100.04;0.00235754;29.4981;374;GBX;1002358.0
69372.4;22396250.0;rupee;1512549572;5195796.0;84000000.0;Rupee;-1.09;45017;22.53;1.854e-05;0.231994;375;RUP;22396250.0
521156.0;518365648.0;2give;1512549556;5189514.0;;2GIVE;-1.22;43525;34.42;0;0.0100113;376;2GIVE;518365648.0
194498.0;25776115.0;elixir;1512549576;5152542.0;;Elixir;-2.95;-24.37;102.67;1.598e-05;0.199896;377;ELIX;25776115.0
11888.8;40659020000.0;htmlcoin;1512549548;5087379.0;;HTMLCOIN;0.51;-35.51;43647;0;0.000125123;378;HTML5;40659020000.0
19561.7;73877869.0;centurion;1512549563;5039896.0;250000000.0;Centurion;0.63;13.81;-43.58;5.45e-06;0.0682193;379;CNT;78877869.0
206096.0;15246440.0;goldblocks;1512549556;5036006.0;;GoldBlocks;18810;37.94;35.79;2.64e-05;0.330307;380;GB;15246440.0
